,tags,words
210,*,cancion
211,*,de
212,ar,queen
213,-,-
214,-,-
215,-,-
216,*,quisiera
217,*,que
218,*,pusieras
219,*,una
220,*,cancion
221,*,de
222,ar,eric
223,ar,clapton
224,-,-
225,-,-
226,-,-
227,*,quisiera
228,*,que
229,*,pusieras
230,*,una
231,*,cancion
232,*,de
233,ar,maluma
234,-,-
235,-,-
236,-,-
237,*,quisiera
238,*,que
239,*,pusieras
240,*,una
241,*,cancion
242,*,de
243,ar,tame
244,ar,impala
245,-,-
246,-,-
247,-,-
248,*,quisiera
249,*,que
250,*,pusieras
251,*,una
252,*,cancion
253,*,de
254,ar,vicente
255,ar,fernandez
256,-,-
257,-,-
258,-,-
259,*,quisiera
260,*,que
261,*,pusieras
262,*,una
263,*,cancion
264,*,de
265,ar,joan
266,ar,sebastian
267,-,-
268,-,-
269,-,-
270,-,-
271,-,-
272,-,-
273,*,quisiera
274,*,que
275,*,pusieras
276,*,una
277,*,del
278,ar,jose
279,ar,jose
280,-,-
281,-,-
282,-,-
283,*,quisiera
284,*,que
285,*,pusieras
286,*,una
287,*,del
288,ar,green
289,ar,day
290,-,-
291,-,-
292,-,-
293,*,quisiera
294,*,que
295,*,pusieras
296,*,una
297,*,del
298,ar,muse
299,-,-
300,-,-
301,-,-
302,*,quisiera
303,*,que
304,*,pusieras
305,*,una
306,*,del
307,ar,queen
308,-,-
309,-,-
310,-,-
311,*,quisiera
312,*,que
313,*,pusieras
314,*,una
315,*,del
316,ar,eric
317,ar,clapton
318,-,-
319,-,-
320,-,-
321,*,quisiera
322,*,que
323,*,pusieras
324,*,una
325,*,del
326,ar,maluma
327,-,-
328,-,-
329,-,-
330,*,quisiera
331,*,que
332,*,pusieras
333,*,una
334,*,del
335,ar,tame
336,ar,impala
337,-,-
338,-,-
339,-,-
340,*,quisiera
341,*,que
342,*,pusieras
343,*,una
344,*,del
345,ar,vicente
346,ar,fernandez
347,-,-
348,-,-
349,-,-
350,*,quisiera
351,*,que
352,*,pusieras
353,*,una
354,*,del
355,ar,joan
356,ar,sebastian
357,-,-
358,-,-
359,-,-
360,-,-
361,-,-
362,-,-
363,*,oye
364,*,reproduce
365,*,una
366,*,cancion
367,*,de
368,ar,jose
369,ar,jose
370,*,porfavor
371,-,-
372,-,-
373,-,-
374,*,oye
375,*,reproduce
376,*,una
377,*,cancion
378,*,de
379,ar,green
380,ar,day
381,*,porfavor
382,-,-
383,-,-
384,-,-
385,*,oye
386,*,reproduce
387,*,una
388,*,cancion
389,*,de
390,ar,muse
391,*,porfavor
392,-,-
393,-,-
394,-,-
395,*,oye
396,*,reproduce
397,*,una
398,*,cancion
399,*,de
400,ar,queen
401,*,porfavor
402,-,-
403,-,-
404,-,-
405,*,oye
406,*,reproduce
407,*,una
408,*,cancion
409,*,de
410,ar,eric
411,ar,clapton
412,*,porfavor
413,-,-
414,-,-
415,-,-
416,*,oye
417,*,reproduce
418,*,una
419,*,cancion
420,*,de
421,ar,maluma
422,*,porfavor
423,-,-
424,-,-
425,-,-
426,*,oye
427,*,reproduce
428,*,una
429,*,cancion
430,*,de
431,ar,tame
432,ar,impala
433,*,porfavor
434,-,-
435,-,-
436,-,-
437,*,oye
438,*,reproduce
439,*,una
440,*,cancion
441,*,de
442,ar,vicente
443,ar,fernandez
444,*,porfavor
445,-,-
446,-,-
447,-,-
448,*,oye
449,*,reproduce
450,*,una
451,*,cancion
452,*,de
453,ar,joan
454,ar,sebastian
455,*,porfavor
456,-,-
457,-,-
458,-,-
459,-,-
460,-,-
461,-,-
462,*,podrias
463,*,poner
464,*,una
465,*,cancion
466,*,de
467,ar,jose
468,ar,jose
469,*,por
470,*,favor
471,-,-
472,-,-
473,-,-
474,*,podrias
475,*,poner
476,*,una
477,*,cancion
478,*,de
479,ar,green
480,ar,day
481,*,por
482,*,favor
483,-,-
484,-,-
485,-,-
486,*,podrias
487,*,poner
488,*,una
489,*,cancion
490,*,de
491,ar,muse
492,*,por
493,*,favor
494,-,-
495,-,-
496,-,-
497,*,podrias
498,*,poner
499,*,una
500,*,cancion
501,*,de
502,ar,queen
503,*,por
504,*,favor
505,-,-
506,-,-
507,-,-
508,*,podrias
509,*,poner
510,*,una
511,*,cancion
512,*,de
513,ar,eric
514,ar,clapton
515,*,por
516,*,favor
517,-,-
518,-,-
519,-,-
520,*,podrias
521,*,poner
522,*,una
523,*,cancion
524,*,de
525,ar,maluma
526,*,por
527,*,favor
528,-,-
529,-,-
530,-,-
531,*,podrias
532,*,poner
533,*,una
534,*,cancion
535,*,de
536,ar,tame
537,ar,impala
538,*,por
539,*,favor
540,-,-
541,-,-
542,-,-
543,*,podrias
544,*,poner
545,*,una
546,*,cancion
547,*,de
548,ar,vicente
549,ar,fernandez
550,*,por
551,*,favor
552,-,-
553,-,-
554,-,-
555,*,podrias
556,*,poner
557,*,una
558,*,cancion
559,*,de
560,ar,joan
561,ar,sebastian
562,*,por
563,*,favor
564,-,-
565,-,-
566,-,-
567,-,-
568,-,-
569,-,-
570,*,quiero
571,*,escuchar
572,*,una
573,*,de
574,ar,jose
575,ar,jose
576,-,-
577,-,-
578,-,-
579,*,quiero
580,*,escuchar
581,*,una
582,*,de
583,ar,green
584,ar,day
585,-,-
586,-,-
587,-,-
588,*,quiero
589,*,escuchar
590,*,una
591,*,de
592,ar,muse
593,-,-
594,-,-
595,-,-
596,*,quiero
597,*,escuchar
598,*,una
599,*,de
600,ar,queen
601,-,-
602,-,-
603,-,-
604,*,quiero
605,*,escuchar
606,*,una
607,*,de
608,ar,eric
609,ar,clapton
610,-,-
611,-,-
612,-,-
613,*,quiero
614,*,escuchar
615,*,una
616,*,de
617,ar,maluma
618,-,-
619,-,-
620,-,-
621,*,quiero
622,*,escuchar
623,*,una
624,*,de
625,ar,tame
626,ar,impala
627,-,-
628,-,-
629,-,-
630,*,quiero
631,*,escuchar
632,*,una
633,*,de
634,ar,vicente
635,ar,fernandez
636,-,-
637,-,-
638,-,-
639,*,quiero
640,*,escuchar
641,*,una
642,*,de
643,ar,joan
644,ar,sebastian
645,-,-
646,-,-
647,-,-
648,-,-
649,-,-
650,-,-
651,*,pon
652,*,una
653,*,de
654,ar,jose
655,ar,jose
656,-,-
657,-,-
658,-,-
659,*,pon
660,*,una
661,*,de
662,ar,green
663,ar,day
664,-,-
665,-,-
666,-,-
667,*,pon
668,*,una
669,*,de
670,ar,muse
671,-,-
672,-,-
673,-,-
674,*,pon
675,*,una
676,*,de
677,ar,queen
678,-,-
679,-,-
680,-,-
681,*,pon
682,*,una
683,*,de
684,ar,eric
685,ar,clapton
686,-,-
687,-,-
688,-,-
689,*,pon
690,*,una
691,*,de
692,ar,maluma
693,-,-
694,-,-
695,-,-
696,*,pon
697,*,una
698,*,de
699,ar,tame
700,ar,impala
701,-,-
702,-,-
703,-,-
704,*,pon
705,*,una
706,*,de
707,ar,vicente
708,ar,fernandez
709,-,-
710,-,-
711,-,-
712,*,pon
713,*,una
714,*,de
715,ar,joan
716,ar,sebastian
717,-,-
718,-,-
719,-,-
720,-,-
721,-,-
722,-,-
723,*,pon
724,*,una
725,*,de
726,ar,jose
727,ar,jose
728,*,plox
729,-,-
730,-,-
731,-,-
732,*,pon
733,*,una
734,*,de
735,ar,green
736,ar,day
737,*,plox
738,-,-
739,-,-
740,-,-
741,*,pon
742,*,una
743,*,de
744,ar,muse
745,*,plox
746,-,-
747,-,-
748,-,-
749,*,pon
750,*,una
751,*,de
752,ar,queen
753,*,plox
754,-,-
755,-,-
756,-,-
757,*,pon
758,*,una
759,*,de
760,ar,eric
761,ar,clapton
762,*,plox
763,-,-
764,-,-
765,-,-
766,*,pon
767,*,una
768,*,de
769,ar,maluma
770,*,plox
771,-,-
772,-,-
773,-,-
774,*,pon
775,*,una
776,*,de
777,ar,tame
778,ar,impala
779,*,plox
780,-,-
781,-,-
782,-,-
783,*,pon
784,*,una
785,*,de
786,ar,vicente
787,ar,fernandez
788,*,plox
789,-,-
790,-,-
791,-,-
792,*,pon
793,*,una
794,*,de
795,ar,joan
796,ar,sebastian
797,*,plox
798,-,-
799,-,-
800,-,-
801,-,-
802,-,-
803,-,-
804,*,pon
805,*,una
806,*,de
807,ar,jose
808,ar,jose
809,*,porfavor
810,-,-
811,-,-
812,-,-
813,*,pon
814,*,una
815,*,de
816,ar,green
817,ar,day
818,*,porfavor
819,-,-
820,-,-
821,-,-
822,*,pon
823,*,una
824,*,de
825,ar,muse
826,*,porfavor
827,-,-
828,-,-
829,-,-
830,*,pon
831,*,una
832,*,de
833,ar,queen
834,*,porfavor
835,-,-
836,-,-
837,-,-
838,*,pon
839,*,una
840,*,de
841,ar,eric
842,ar,clapton
843,*,porfavor
844,-,-
845,-,-
846,-,-
847,*,pon
848,*,una
849,*,de
850,ar,maluma
851,*,porfavor
852,-,-
853,-,-
854,-,-
855,*,pon
856,*,una
857,*,de
858,ar,tame
859,ar,impala
860,*,porfavor
861,-,-
862,-,-
863,-,-
864,*,pon
865,*,una
866,*,de
867,ar,vicente
868,ar,fernandez
869,*,porfavor
870,-,-
871,-,-
872,-,-
873,*,pon
874,*,una
875,*,de
876,ar,joan
877,ar,sebastian
878,*,porfavor
879,-,-
880,-,-
881,-,-
882,-,-
883,-,-
884,-,-
885,*,te
886,*,parece
887,*,si
888,*,pones
889,*,una
890,*,de
891,ar,jose
892,ar,jose
893,*,porfa
894,-,-
895,-,-
896,-,-
897,*,te
898,*,parece
899,*,si
900,*,pones
901,*,una
902,*,de
903,ar,green
904,ar,day
905,*,porfa
906,-,-
907,-,-
908,-,-
909,*,te
910,*,parece
911,*,si
912,*,pones
913,*,una
914,*,de
915,ar,muse
916,*,porfa
917,-,-
918,-,-
919,-,-
920,*,te
921,*,parece
922,*,si
923,*,pones
924,*,una
925,*,de
926,ar,queen
927,*,porfa
928,-,-
929,-,-
930,-,-
931,*,te
932,*,parece
933,*,si
934,*,pones
935,*,una
936,*,de
937,ar,eric
938,ar,clapton
939,*,porfa
940,-,-
941,-,-
942,-,-
943,*,te
944,*,parece
945,*,si
946,*,pones
947,*,una
948,*,de
949,ar,maluma
950,*,porfa
951,-,-
952,-,-
953,-,-
954,*,te
955,*,parece
956,*,si
957,*,pones
958,*,una
959,*,de
960,ar,tame
961,ar,impala
962,*,porfa
963,-,-
964,-,-
965,-,-
966,*,te
967,*,parece
968,*,si
969,*,pones
970,*,una
971,*,de
972,ar,vicente
973,ar,fernandez
974,*,porfa
975,-,-
976,-,-
977,-,-
978,*,te
979,*,parece
980,*,si
981,*,pones
982,*,una
983,*,de
984,ar,joan
985,ar,sebastian
986,*,porfa
987,-,-
988,-,-
989,-,-
990,-,-
991,-,-
992,-,-
993,*,oye
994,*,pon
995,*,una
996,*,de
997,ar,jose
998,ar,jose
999,*,anda
1000,-,-
1001,-,-
1002,-,-
1003,*,oye
1004,*,pon
1005,*,una
1006,*,de
1007,ar,green
1008,ar,day
1009,*,anda
1010,-,-
1011,-,-
1012,-,-
1013,*,oye
1014,*,pon
1015,*,una
1016,*,de
1017,ar,muse
1018,*,anda
1019,-,-
1020,-,-
1021,-,-
1022,*,oye
1023,*,pon
1024,*,una
1025,*,de
1026,ar,queen
1027,*,anda
1028,-,-
1029,-,-
1030,-,-
1031,*,oye
1032,*,pon
1033,*,una
1034,*,de
1035,ar,eric
1036,ar,clapton
1037,*,anda
1038,-,-
1039,-,-
1040,-,-
1041,*,oye
1042,*,pon
1043,*,una
1044,*,de
1045,ar,maluma
1046,*,anda
1047,-,-
1048,-,-
1049,-,-
1050,*,oye
1051,*,pon
1052,*,una
1053,*,de
1054,ar,tame
1055,ar,impala
1056,*,anda
1057,-,-
1058,-,-
1059,-,-
1060,*,oye
1061,*,pon
1062,*,una
1063,*,de
1064,ar,vicente
1065,ar,fernandez
1066,*,anda
1067,-,-
1068,-,-
1069,-,-
1070,*,oye
1071,*,pon
1072,*,una
1073,*,de
1074,ar,joan
1075,ar,sebastian
1076,*,anda
1077,-,-
1078,-,-
1079,-,-
1080,-,-
1081,-,-
1082,-,-
1083,*,rifate
1084,*,la
1085,*,de
1086,ar,jose
1087,ar,jose
1088,*,plox
1089,-,-
1090,-,-
1091,-,-
1092,*,rifate
1093,*,la
1094,*,de
1095,ar,green
1096,ar,day
1097,*,plox
1098,-,-
1099,-,-
1100,-,-
1101,*,rifate
1102,*,la
1103,*,de
1104,ar,muse
1105,*,plox
1106,-,-
1107,-,-
1108,-,-
1109,*,rifate
1110,*,la
1111,*,de
1112,ar,queen
1113,*,plox
1114,-,-
1115,-,-
1116,-,-
1117,*,rifate
1118,*,la
1119,*,de
1120,ar,eric
1121,ar,clapton
1122,*,plox
1123,-,-
1124,-,-
1125,-,-
1126,*,rifate
1127,*,la
1128,*,de
1129,ar,maluma
1130,*,plox
1131,-,-
1132,-,-
1133,-,-
1134,*,rifate
1135,*,la
1136,*,de
1137,ar,tame
1138,ar,impala
1139,*,plox
1140,-,-
1141,-,-
1142,-,-
1143,*,rifate
1144,*,la
1145,*,de
1146,ar,vicente
1147,ar,fernandez
1148,*,plox
1149,-,-
1150,-,-
1151,-,-
1152,*,rifate
1153,*,la
1154,*,de
1155,ar,joan
1156,ar,sebastian
1157,*,plox
1158,-,-
1159,-,-
1160,-,-
1161,-,-
1162,-,-
1163,-,-
1164,*,pasa
1165,*,una
1166,*,de
1167,ar,jose
1168,ar,jose
1169,-,-
1170,-,-
1171,-,-
1172,*,pasa
1173,*,una
1174,*,de
1175,ar,green
1176,ar,day
1177,-,-
1178,-,-
1179,-,-
1180,*,pasa
1181,*,una
1182,*,de
1183,ar,muse
1184,-,-
1185,-,-
1186,-,-
1187,*,pasa
1188,*,una
1189,*,de
1190,ar,queen
1191,-,-
1192,-,-
1193,-,-
1194,*,pasa
1195,*,una
1196,*,de
1197,ar,eric
1198,ar,clapton
1199,-,-
1200,-,-
1201,-,-
1202,*,pasa
1203,*,una
1204,*,de
1205,ar,maluma
1206,-,-
1207,-,-
1208,-,-
1209,*,pasa
1210,*,una
1211,*,de
1212,ar,tame
1213,ar,impala
1214,-,-
1215,-,-
1216,-,-
1217,*,pasa
1218,*,una
1219,*,de
1220,ar,vicente
1221,ar,fernandez
1222,-,-
1223,-,-
1224,-,-
1225,*,pasa
1226,*,una
1227,*,de
1228,ar,joan
1229,ar,sebastian
1230,-,-
1231,-,-
1232,-,-
1233,-,-
1234,-,-
1235,-,-
1236,*,una
1237,*,de
1238,ar,jose
1239,ar,jose
1240,*,plox
1241,-,-
1242,-,-
1243,-,-
1244,*,una
1245,*,de
1246,ar,green
1247,ar,day
1248,*,plox
1249,-,-
1250,-,-
1251,-,-
1252,*,una
1253,*,de
1254,ar,muse
1255,*,plox
1256,-,-
1257,-,-
1258,-,-
1259,*,una
1260,*,de
1261,ar,queen
1262,*,plox
1263,-,-
1264,-,-
1265,-,-
1266,*,una
1267,*,de
1268,ar,eric
1269,ar,clapton
1270,*,plox
1271,-,-
1272,-,-
1273,-,-
1274,*,una
1275,*,de
1276,ar,maluma
1277,*,plox
1278,-,-
1279,-,-
1280,-,-
1281,*,una
1282,*,de
1283,ar,tame
1284,ar,impala
1285,*,plox
1286,-,-
1287,-,-
1288,-,-
1289,*,una
1290,*,de
1291,ar,vicente
1292,ar,fernandez
1293,*,plox
1294,-,-
1295,-,-
1296,-,-
1297,*,una
1298,*,de
1299,ar,joan
1300,ar,sebastian
1301,*,plox
1302,-,-
1303,-,-
1304,-,-
1305,-,-
1306,-,-
1307,-,-
1308,*,dame
1309,*,la
1310,*,biografia
1311,*,de
1312,ar,jose
1313,ar,jose
1314,-,-
1315,-,-
1316,-,-
1317,*,dame
1318,*,la
1319,*,biografia
1320,*,de
1321,ar,green
1322,ar,day
1323,-,-
1324,-,-
1325,-,-
1326,*,dame
1327,*,la
1328,*,biografia
1329,*,de
1330,ar,muse
1331,-,-
1332,-,-
1333,-,-
1334,*,dame
1335,*,la
1336,*,biografia
1337,*,de
1338,ar,queen
1339,-,-
1340,-,-
1341,-,-
1342,*,dame
1343,*,la
1344,*,biografia
1345,*,de
1346,ar,eric
1347,ar,clapton
1348,-,-
1349,-,-
1350,-,-
1351,*,dame
1352,*,la
1353,*,biografia
1354,*,de
1355,ar,maluma
1356,-,-
1357,-,-
1358,-,-
1359,*,dame
1360,*,la
1361,*,biografia
1362,*,de
1363,ar,tame
1364,ar,impala
1365,-,-
1366,-,-
1367,-,-
1368,*,dame
1369,*,la
1370,*,biografia
1371,*,de
1372,ar,vicente
1373,ar,fernandez
1374,-,-
1375,-,-
1376,-,-
1377,*,dame
1378,*,la
1379,*,biografia
1380,*,de
1381,ar,joan
1382,ar,sebastian
1383,-,-
1384,-,-
1385,-,-
1386,-,-
1387,-,-
1388,-,-
1389,*,que
1390,*,sabes
1391,*,de
1392,ar,jose
1393,ar,jose
1394,-,-
1395,-,-
1396,-,-
1397,*,que
1398,*,sabes
1399,*,de
1400,ar,green
1401,ar,day
1402,-,-
1403,-,-
1404,-,-
1405,*,que
1406,*,sabes
1407,*,de
1408,ar,muse
1409,-,-
1410,-,-
1411,-,-
1412,*,que
1413,*,sabes
1414,*,de
1415,ar,queen
1416,-,-
1417,-,-
1418,-,-
1419,*,que
1420,*,sabes
1421,*,de
1422,ar,eric
1423,ar,clapton
1424,-,-
1425,-,-
1426,-,-
1427,*,que
1428,*,sabes
1429,*,de
1430,ar,maluma
1431,-,-
1432,-,-
1433,-,-
1434,*,que
1435,*,sabes
1436,*,de
1437,ar,tame
1438,ar,impala
1439,-,-
1440,-,-
1441,-,-
1442,*,que
1443,*,sabes
1444,*,de
1445,ar,vicente
1446,ar,fernandez
1447,-,-
1448,-,-
1449,-,-
1450,*,que
1451,*,sabes
1452,*,de
1453,ar,joan
1454,ar,sebastian
1455,-,-
1456,-,-
1457,-,-
1458,-,-
1459,-,-
1460,-,-
1461,*,puedes
1462,*,decirme
1463,*,algo
1464,*,de
1465,ar,jose
1466,ar,jose
1467,-,-
1468,-,-
1469,-,-
1470,*,puedes
1471,*,decirme
1472,*,algo
1473,*,de
1474,ar,green
1475,ar,day
1476,-,-
1477,-,-
1478,-,-
1479,*,puedes
1480,*,decirme
1481,*,algo
1482,*,de
1483,ar,muse
1484,-,-
1485,-,-
1486,-,-
1487,*,puedes
1488,*,decirme
1489,*,algo
1490,*,de
1491,ar,queen
1492,-,-
1493,-,-
1494,-,-
1495,*,puedes
1496,*,decirme
1497,*,algo
1498,*,de
1499,ar,eric
1500,ar,clapton
1501,-,-
1502,-,-
1503,-,-
1504,*,puedes
1505,*,decirme
1506,*,algo
1507,*,de
1508,ar,maluma
1509,-,-
1510,-,-
1511,-,-
1512,*,puedes
1513,*,decirme
1514,*,algo
1515,*,de
1516,ar,tame
1517,ar,impala
1518,-,-
1519,-,-
1520,-,-
1521,*,puedes
1522,*,decirme
1523,*,algo
1524,*,de
1525,ar,vicente
1526,ar,fernandez
1527,-,-
1528,-,-
1529,-,-
1530,*,puedes
1531,*,decirme
1532,*,algo
1533,*,de
1534,ar,joan
1535,ar,sebastian
1536,-,-
1537,-,-
1538,-,-
1539,-,-
1540,-,-
1541,-,-
1542,*,dime
1543,*,algo
1544,*,de
1545,ar,jose
1546,ar,jose
1547,-,-
1548,-,-
1549,-,-
1550,*,dime
1551,*,algo
1552,*,de
1553,ar,green
1554,ar,day
1555,-,-
1556,-,-
1557,-,-
1558,*,dime
1559,*,algo
1560,*,de
1561,ar,muse
1562,-,-
1563,-,-
1564,-,-
1565,*,dime
1566,*,algo
1567,*,de
1568,ar,queen
1569,-,-
1570,-,-
1571,-,-
1572,*,dime
1573,*,algo
1574,*,de
1575,ar,eric
1576,ar,clapton
1577,-,-
1578,-,-
1579,-,-
1580,*,dime
1581,*,algo
1582,*,de
1583,ar,maluma
1584,-,-
1585,-,-
1586,-,-
1587,*,dime
1588,*,algo
1589,*,de
1590,ar,tame
1591,ar,impala
1592,-,-
1593,-,-
1594,-,-
1595,*,dime
1596,*,algo
1597,*,de
1598,ar,vicente
1599,ar,fernandez
1600,-,-
1601,-,-
1602,-,-
1603,*,dime
1604,*,algo
1605,*,de
1606,ar,joan
1607,ar,sebastian
1608,-,-
1609,-,-
1610,-,-
1611,-,-
1612,-,-
1613,-,-
1614,*,que
1615,*,sabes
1616,*,de
1617,ar,jose
1618,ar,jose
1619,-,-
1620,-,-
1621,-,-
1622,*,que
1623,*,sabes
1624,*,de
1625,ar,green
1626,ar,day
1627,-,-
1628,-,-
1629,-,-
1630,*,que
1631,*,sabes
1632,*,de
1633,ar,muse
1634,-,-
1635,-,-
1636,-,-
1637,*,que
1638,*,sabes
1639,*,de
1640,ar,queen
1641,-,-
1642,-,-
1643,-,-
1644,*,que
1645,*,sabes
1646,*,de
1647,ar,eric
1648,ar,clapton
1649,-,-
1650,-,-
1651,-,-
1652,*,que
1653,*,sabes
1654,*,de
1655,ar,maluma
1656,-,-
1657,-,-
1658,-,-
1659,*,que
1660,*,sabes
1661,*,de
1662,ar,tame
1663,ar,impala
1664,-,-
1665,-,-
1666,-,-
1667,*,que
1668,*,sabes
1669,*,de
1670,ar,vicente
1671,ar,fernandez
1672,-,-
1673,-,-
1674,-,-
1675,*,que
1676,*,sabes
1677,*,de
1678,ar,joan
1679,ar,sebastian
1680,-,-
1681,-,-
1682,-,-
1683,-,-
1684,-,-
1685,-,-
1686,*,oye
1687,*,porfavor
1688,*,dime
1689,*,que
1690,*,onda
1691,*,con
1692,ar,jose
1693,ar,jose
1694,*,por
1695,*,favor
1696,-,-
1697,-,-
1698,-,-
1699,*,oye
1700,*,porfavor
1701,*,dime
1702,*,que
1703,*,onda
1704,*,con
1705,ar,green
1706,ar,day
1707,*,por
1708,*,favor
1709,-,-
1710,-,-
1711,-,-
1712,*,oye
1713,*,porfavor
1714,*,dime
1715,*,que
1716,*,onda
1717,*,con
1718,ar,muse
1719,*,por
1720,*,favor
1721,-,-
1722,-,-
1723,-,-
1724,*,oye
1725,*,porfavor
1726,*,dime
1727,*,que
1728,*,onda
1729,*,con
1730,ar,queen
1731,*,por
1732,*,favor
1733,-,-
1734,-,-
1735,-,-
1736,*,oye
1737,*,porfavor
1738,*,dime
1739,*,que
1740,*,onda
1741,*,con
1742,ar,eric
1743,ar,clapton
1744,*,por
1745,*,favor
1746,-,-
1747,-,-
1748,-,-
1749,*,oye
1750,*,porfavor
1751,*,dime
1752,*,que
1753,*,onda
1754,*,con
1755,ar,maluma
1756,*,por
1757,*,favor
1758,-,-
1759,-,-
1760,-,-
1761,*,oye
1762,*,porfavor
1763,*,dime
1764,*,que
1765,*,onda
1766,*,con
1767,ar,tame
1768,ar,impala
1769,*,por
1770,*,favor
1771,-,-
1772,-,-
1773,-,-
1774,*,oye
1775,*,porfavor
1776,*,dime
1777,*,que
1778,*,onda
1779,*,con
1780,ar,vicente
1781,ar,fernandez
1782,*,por
1783,*,favor
1784,-,-
1785,-,-
1786,-,-
1787,*,oye
1788,*,porfavor
1789,*,dime
1790,*,que
1791,*,onda
1792,*,con
1793,ar,joan
1794,ar,sebastian
1795,*,por
1796,*,favor
1797,-,-
1798,-,-
1799,-,-
1800,-,-
1801,-,-
1802,-,-
1803,*,sabes
1804,*,que
1805,*,onda
1806,*,con
1807,*,la
1808,*,vida
1809,*,de
1810,ar,jose
1811,ar,jose
1812,-,-
1813,-,-
1814,-,-
1815,*,sabes
1816,*,que
1817,*,onda
1818,*,con
1819,*,la
1820,*,vida
1821,*,de
1822,ar,green
1823,ar,day
1824,-,-
1825,-,-
1826,-,-
1827,*,sabes
1828,*,que
1829,*,onda
1830,*,con
1831,*,la
1832,*,vida
1833,*,de
1834,ar,muse
1835,-,-
1836,-,-
1837,-,-
1838,*,sabes
1839,*,que
1840,*,onda
1841,*,con
1842,*,la
1843,*,vida
1844,*,de
1845,ar,queen
1846,-,-
1847,-,-
1848,-,-
1849,*,sabes
1850,*,que
1851,*,onda
1852,*,con
1853,*,la
1854,*,vida
1855,*,de
1856,ar,eric
1857,ar,clapton
1858,-,-
1859,-,-
1860,-,-
1861,*,sabes
1862,*,que
1863,*,onda
1864,*,con
1865,*,la
1866,*,vida
1867,*,de
1868,ar,maluma
1869,-,-
1870,-,-
1871,-,-
1872,*,sabes
1873,*,que
1874,*,onda
1875,*,con
1876,*,la
1877,*,vida
1878,*,de
1879,ar,tame
1880,ar,impala
1881,-,-
1882,-,-
1883,-,-
1884,*,sabes
1885,*,que
1886,*,onda
1887,*,con
1888,*,la
1889,*,vida
1890,*,de
1891,ar,vicente
1892,ar,fernandez
1893,-,-
1894,-,-
1895,-,-
1896,*,sabes
1897,*,que
1898,*,onda
1899,*,con
1900,*,la
1901,*,vida
1902,*,de
1903,ar,joan
1904,ar,sebastian
1905,-,-
1906,-,-
1907,-,-
1908,-,-
1909,-,-
1910,-,-
1911,*,quien
1912,*,es
1913,ar,jose
1914,ar,jose
1915,-,-
1916,-,-
1917,-,-
1918,*,quien
